aa: /ɑː/ aa
mechanism: /ˈmɛkənɪzəm/  机制
mechanisms: /ˈmɛkənɪzəmz/  机制们
mechanistic: /ˌmɛkəˈnɪstɪk/  机械论的
mechanize: /ˈmɛkənaɪz/  使机械化
mechanized: /ˈmɛkənaɪzd/  机械化的
mechanizing: /ˈmɛkənaɪzɪŋ/  使机械化（现在分词）
medallion: /məˈdæliən/  奖章，纪念章
medals: /ˈmɛdlz/  奖章们
medford: /ˈmɛdfərd/ （地名）
media: /ˈmiːdiə/  媒体
mediate: /ˈmiːdieɪt/  调解
mediatech: /ˈmiːdiːˌtɛk/  （无常用含义，可能是公司名）
mediated: /ˈmiːdieɪtɪd/  调解的
mediator: /ˈmiːdieɪtər/  调解人
medical: /ˈmɛdɪkl/  医学的，医疗的
medically: /ˈmɛdɪkli/  医学上
medication: /ˌmɛdɪˈkeɪʃən/  药物
medicine: /ˈmɛdsɪn/  医学，药物
medicines: /ˈmɛdsɪnz/  药物们
medieval: /ˌmiːdiˈiːvl/  中世纪的
medina: /məˈdiːnə/  麦地那（伊斯兰教圣地），城镇
mediocrity: /ˌmiːdiˈɑːkrəti/  平庸
medit: /ˈmɛdɪt/ （无常用含义，可能是动词meditate的缩写）
meditated: /ˈmɛdɪteɪtɪd/  冥想的
meditating: /ˈmɛdɪteɪtɪŋ/  冥想
meditation: /ˌmɛdɪˈteɪʃən/  冥想
mediterranean: /ˌmɛdɪtəˈreɪniən/  地中海的
medium: /ˈmiːdiəm/  媒介，媒体
medusas: /məˈdjuːsəz/  美杜莎（复数）
meed: /miːd/  报酬，奖赏
meenan: /ˈmiːnən/ （无常用含义，可能是人名）
meer: /mɪər/  湖
meeses: /ˈmiːsɪz/ （无常用含义，可能是人名）
meet: /miːt/  遇见，会面
meeting: /ˈmiːtɪŋ/  会议，会面
meetings: /ˈmiːtɪŋz/  会议们，会面们
meets: /miːts/  （动词meet的第三人称单数形式）
mega: /ˈmɛɡə/  兆，百万
megabyte: /ˈmɛɡəbaɪt/  兆字节
megabytes: /ˈmɛɡəbaɪts/  兆字节们
megahertz: /ˈmɛɡəhɜːrts/  兆赫
megalithic: /ˌmɛɡəˈlɪθɪk/  巨石的
megaliths: /ˈmɛɡəlɪθs/  巨石们
megalomaniac: /ˌmɛɡələˈmeɪniæk/  自大狂
megaly: /ˈmɛɡəli/ （无常用含义，可能是医学术语）
megatherium: /ˌmɛɡəˈθɪəriəm/  大地懒
megor: /ˈmɛɡɔːr/ （无常用含义，可能是人名）
meidner: /ˈmaɪdnər/ （人名）
meire: /ˈmaɪrə/ （人名）
mel: /mɛl/  （人名）
melan: /ˈmɛlən/ （无常用含义，可能是人名）
melanie: /ˈmɛləni/ （人名）
melant: /ˈmɛlənt/ （无常用含义，可能是人名）
melbourne: /ˈmɛlbərn/  墨尔本
melodies: /ˈmɛlədiz/  旋律们
melodious: /məˈloʊdiəs/  悦耳的
melodramatic: /ˌmɛlədrəˈmætɪk/  情节剧的
melody: /ˈmɛlədi/  旋律
melor: /ˈmɛlɔːr/  （无常用含义，可能是人名）
meltdown: /ˈmɛltdaʊn/  崩溃，熔毁
melted: /ˈmɛltɪd/  融化的
melting: /ˈmɛltɪŋ/  融化的
member: /ˈmɛmbər/  成员
members: /ˈmɛmbərz/  成员们
memberships: /ˈmɛmbərʃɪps/  会员资格
membrane: /ˈmɛmbreɪn/  膜
memes: /miːmz/  模因
memorable: /ˈmɛmərəbl/  难忘的
memorably: /ˈmɛmərəbli/  难忘地
memorandum: /ˌmɛməˈrændəm/  备忘录
memorial: /məˈmɔːriəl/  纪念馆，纪念碑
memories: /ˈmɛməriz/  记忆们
memorize: /ˈmɛməraɪz/  记住
memorized: /ˈmɛməraɪzd/  记住的
memory: /ˈmɛməri/  记忆
men: /mɛn/  男人们
menace: /ˈmɛnəs/  威胁
menacing: /ˈmɛnəsɪŋ/  威胁的
menacingly: /ˈmɛnəsɪŋli/  威胁地
mend: /mɛnd/  修理，修补
mending: /ˈmɛndɪŋ/  修理，修补（现在分词）
menrath: /ˈmɛnræθ/ （无常用含义，可能是人名）
ment: /mɛnt/  （无常用含义，可能是一些单词的后缀）
mental: /ˈmɛntl/  精神的，心理的
mentality: /mɛnˈtælɪti/  心态
mentally: /ˈmɛntəli/  精神上，心理上
mention: /ˈmɛnʃən/  提及，提到
mentioned: /ˈmɛnʃənd/  提及的
mentioning: /ˈmɛnʃənɪŋ/  提及
mentions: /ˈmɛnʃənz/  提及（复数）
mentor: /ˈmɛntɔːr/  导师
menu: /ˈmɛnjuː/  菜单
menus: /ˈmɛnjuːz/  菜单们
meow: /miːˈaʊ/  喵
mer: /mɜːr/ （无常用含义，可能是地名或人名）
mera: /ˈmɪərə/ （无常用含义，可能是人名）
mercantilism: /ˈmɜːrkənˌtɪlɪzəm/  重商主义
mercenaries: /ˈmɜːrsənɛriz/  雇佣兵
merchandise: /ˈmɜːrtʃəndaɪz/  商品
merchant: /ˈmɜːrtʃənt/  商人
merchants: /ˈmɜːrtʃənts/  商人们
mercies: /ˈmɜːrsiz/  仁慈（复数）
mercury: /ˈmɜːrkjəri/  水星，水银
mercy: /ˈmɜːrsi/  仁慈，怜悯
mere: /mɪər/  仅仅，只不过
merely: /ˈmɪərli/  仅仅，只不过
merge: /mɜːrdʒ/  合并
merged: /mɜːrdʒd/  合并的
mergers: /ˈmɜːrdʒərz/  合并（复数）
merges: /mɜːrdʒɪz/  合并
merhout: /ˈmɜːrhaʊt/  （无常用含义，可能是人名）
merida: /ˈmɛrɪdə/ （地名）
meridium: /ˈmɪˌrɪdiəm/ （无常用含义，可能是人名）
merit: /ˈmɛrɪt/  优点，价值
merits: /ˈmɛrɪts/  优点们，价值们
merkwood: /ˈmɜːrkwʊd/ （无常用含义，可能是地名或人名）
merlin: /ˈmɜːrlɪn/  梅林（魔法师）
mero: /ˈmɪəroʊ/ （无常用含义，可能是人名或地名）
merry: /ˈmɛri/  快乐的
mes: /mɛs/  （无常用含义，可能是地名或人名）
mesh: /mɛʃ/  网格，网状物
meshes: /mɛʃɪz/  网格们，网状物们
meshing: /ˈmɛʃɪŋ/  啮合
mesmerized: /ˈmɛzməraɪzd/  着迷的
mesmerizing: /ˈmɛzməraɪzɪŋ/  令人着迷的
mesoamerica: /ˌmɛzoʊəˈmɛrɪkə/  中美洲
mesoamerican: /ˌmɛzoʊəˈmɛrɪkən/  中美洲的
mesolithic: /ˌmɛzəˈlɪθɪk/  中石器时代的
mesopotamia: /ˌmɛsəpəˈteɪmiə/  美索不达米亚
mesopotamian: /ˌmɛsəpəˈteɪmiən/  美索不达米亚的
mess: /mɛs/  混乱，杂乱
message: /ˈmɛsɪdʒ/  信息，消息
messages: /ˈmɛsɪdʒɪz/  信息们，消息们
messaging: /ˈmɛsɪdʒɪŋ/  发送消息
messed: /mɛst/  搞砸的
messenger: /ˈmɛsɪndʒər/  信使
messengers: /ˈmɛsɪndʒərz/  信使们
messi: /ˈmɛsi/ （人名）
messing: /ˈmɛsɪŋ/  弄乱
messy: /ˈmɛsi/  脏乱的
met: /mɛt/  （动词meet的过去式和过去分词）
meta: /ˈmɛtə/  元，超
metabolized: /məˈtæbəlaɪzd/  代谢
metacomet: /ˌmɛtəˈkɒmɪt/  （人名）
metadata: /ˈmɛtəˌdeɪtə/  元数据
metag: /ˈmɛtæɡ/ （无常用含义，可能是缩写或人名）
metahuman: /ˈmɛtəˌhjuːmən/  超人类
metahumans: /ˈmɛtəˌhjuːmənz/  超人类们
metal: /ˈmɛtl/  金属
metallic: /məˈtælɪk/  金属的
metals: /ˈmɛtlz/  金属们
metalware: /ˈmɛtlwɛr/  金属制品
metamorphosis: /ˌmɛtəˈmɔːrfəsɪs/  变形
metaphorically: /ˌmɛtəˈfɔːrɪkli/  比喻地
metaphysical: /ˌmɛtəˈfɪzɪkl/  形而上学的
metaphysics: /ˌmɛtəˈfɪzɪks/  形而上学
metastasized: /məˈtæstəsaɪzd/  转移的（癌细胞）
meters: /ˈmiːtərz/  米，仪表
method: /ˈmɛθəd/  方法
methodologies: /ˌmɛθəˈdɑːlədʒiz/  方法论
methods: /ˈmɛθədz/  方法们
meticulous: /məˈtɪkjələs/  一丝不苟的
meticulously: /məˈtɪkjələsli/  一丝不苟地
metrics: /ˈmɛtrɪks/  指标，度量
metro: /ˈmɛtroʊ/  地铁
metropolis: /məˈtrɑːpəlɪs/  大都市
metropolises: /məˈtrɑːpəlɪsɪz/  大都市们
metropolitan: /ˌmɛtrəˈpɑːlɪtən/  大都市的
mewhere: /ˈmɪˌwɛr/ （无常用含义，可能是错拼）
meww: /mjuː/ （猫叫声）
mexican: /ˈmɛksɪkən/  墨西哥的
mexico: /ˈmɛksɪkoʊ/  墨西哥
mgm: /ˌɛmˌdʒiːˈɛm/  （缩写，米高梅电影公司）
mgww: /ˌɛmˌdʒiːˈdʌbəljuː/  （缩写，含义需根据语境判断）
mhm: /ˌɛmˌeɪtʃˈɛm/  （缩写，表示赞同的语气）
mi: /miː/  （音乐术语，E音）
miaki: /miːˈɑːki/ （无常用含义，可能是人名）
miami: /maɪˈæmi/  迈阿密
miano: /ˈmiːɑːnoʊ/ （无常用含义，可能是人名）
michael: /ˈmaɪkl/  （人名）
michaels: /ˈmaɪklz/ （人名）
michelangelo: /ˌmaɪklˈændʒəloʊ/  米开朗基罗
michelle: /mɪˈʃɛl/  （人名）
micho: /ˈmɪtʃoʊ/ （无常用含义，可能是人名）
micro: /ˈmaɪkroʊ/  微小的
microbes: /ˈmaɪkroʊbz/  微生物
microcosm: /ˈmaɪkroʊˌkɑːzəm/  微观世界，缩影
microliths: /ˈmaɪkroʊlɪθs/  细石器
micromanagement: /ˌmaɪkroʊˈmænɪdʒmənt/  微观管理
microns: /ˈmaɪkrɑːnz/  微米
microphone: /ˈmaɪkrəˌfoʊn/  麦克风
microscope: /ˈmaɪkrəˌskoʊp/  显微镜
microscopy: /maɪˈkrɑːskəpi/  显微术
microservices: /ˈmaɪkroʊˌsɜːrvɪsɪz/  微服务
microsoft: /ˈmaɪkrəˌsɔːft/  微软
microwave: /ˈmaɪkrəˌweɪv/  微波炉
mid: /mɪd/  中间的
midanik: /ˈmɪdəˌnɪk/  （无常用含义，可能是人名）
midday: /ˈmɪdˌdeɪ/  中午
middle: /ˈmɪdl/  中间的
middlemen: /ˈmɪdlmɛn/  中间人
middleware: /ˈmɪdlwɛr/  中间件
midnight: /ˈmɪdnaɪt/  午夜
midpoint: /ˈmɪdˌpɔɪnt/  中点
midsopolis: /mɪˈsɑːpəlɪs/ （无常用含义，可能是地名）
midst: /mɪdst/  中间
midtone: /ˈmɪdˌtoʊn/  中间调
midtones: /ˈmɪdˌtoʊnz/  中间调（复数）
midway: /ˈmɪdˌweɪ/  中途
midwest: /ˌmɪdˈwɛst/  中西部
midwives: /ˈmɪdwaɪvz/  助产士们
mifflin: /ˈmɪflɪn/  （人名）
might: /maɪt/  可能，力量
mightier: /ˈmaɪtiər/  更强大的
mightiest: /ˈmaɪtiɪst/  最强大的
mighty: /ˈmaɪti/  强大的
migrant: /ˈmaɪɡrənt/  移民
migrants: /ˈmaɪɡrənts/  移民们
migrated: /ˈmaɪɡreɪtɪd/  迁徙的
migrating: /ˈmaɪɡreɪtɪŋ/  迁徙的
migration: /maɪˈɡreɪʃən/  迁徙
migrations: /maɪˈɡreɪʃənz/  迁徙（复数）
mik: /mɪk/  （人名）
mike: /maɪk/  （人名）
milan: /mɪˈlɑːn/  米兰
mild: /maɪld/  温和的
mildly: /ˈmaɪldli/  温和地
mile: /maɪl/  英里
miles: /maɪlz/  英里（复数）
milestone: /ˈmaɪlˌstoʊn/  里程碑
milestones: /ˈmaɪlˌstoʊnz/  里程碑们
miley: /ˈmaɪli/ （人名）
militaries: /ˈmɪləˌtɛriz/  军队们
militarily: /ˈmɪləˌtɛrəli/  军事上
militaristic: /ˌmɪlɪtəˈrɪstɪk/  军国主义的
militarized: /ˈmɪlɪtəraɪzd/  军事化的
military: /ˈmɪləˌtɛri/  军事的
militia: /məˈlɪʃə/  民兵
militias: /məˈlɪʃəz/  民兵们
milk: /mɪlk/  牛奶
mill: /mɪl/  磨坊，工厂
millanes: /mɪˈlɑːnɛs/ （无常用含义，可能是人名）
millenarianism: /ˌmɪləˈnɛriənɪzəm/  千禧年主义
millennia: /mɪˈlɛniə/  千禧年（复数）
millennial: /mɪˈlɛniəl/  千禧年的
millennials: /mɪˈlɛniəlz/  千禧一代
millennium: /mɪˈlɛniəm/  千禧年
miller: /ˈmɪlər/  磨坊主
millim: /ˈmɪlɪm/ （无常用含义，可能是计量单位的缩写）
millimeter: /ˈmɪliˌmiːtər/  毫米
millimeters: /ˈmɪliˌmiːtərz/  毫米（复数）
million: /ˈmɪljən/  百万
millions: /ˈmɪljənz/  百万（复数）
millisecond: /ˈmɪlɪˌsɛkənd/  毫秒
milliseconds: /ˈmɪlɪˌsɛkəndz/  毫秒（复数）
millo: /ˈmɪloʊ/ （无常用含义，可能是人名）
mills: /mɪlz/  磨坊们，工厂们
milo: /ˈmaɪloʊ/ （人名）
milotine: /ˈmɪləˌtiːn/ （无常用含义，可能是人名）
milph: /mɪlf/ （俚语，指有吸引力的中年女性）
milutin: /ˈmɪlʊˌtɪn/ （人名）
mim: /mɪm/  （无常用含义，可能是缩写或人名）
mimic: /ˈmɪmɪk/  模仿
mimicked: /ˈmɪmɪkt/  模仿的
mimicking: /ˈmɪmɪkɪŋ/  模仿（现在分词）
mimics: /ˈmɪmɪks/  模仿（第三人称单数形式）
min: /mɪn/  分钟
minami: /mɪˈnɑːmi/ （人名）
minas: /ˈmiːnəs/ （地名）
minations: /mɪˈneɪʃənz/ （无常用含义，可能是抽象概念的复数形式）
mind: /maɪnd/  思想，头脑
mindes: /ˈmaɪndz/ （无常用含义，可能是人名）
mindful: /ˈmaɪndfəl/  留心的
minds: /maɪndz/  思想们，头脑们
mindset: /ˈmaɪndˌsɛt/  心态
mindy: /ˈmɪndi/ （人名）
mine: /maɪn/  我的，矿
minecraft: /ˈmaɪnkræft/  我的世界（游戏）
minefields: /ˈmaɪnfiːldz/  雷区
miner: /ˈmaɪnər/  矿工
mineral: /ˈmɪnərəl/  矿物
mineralogy: /ˌmɪnəˈrɑːlədʒi/  矿物学
minerals: /ˈmɪnərəlz/  矿物们
miners: /ˈmaɪnərz/  矿工们
mines: /maɪnz/  矿山，矿井
ming: /mɪŋ/  明朝
mini: /ˈmɪni/  迷你的
miniature: /ˈmɪniətʃər/  微型的，微型模型
minier: /ˈmɪniər/ （无常用含义，可能是人名）
minimal: /ˈmɪnɪməl/  最小的
minimalistic: /ˌmɪnɪməˈlɪstɪk/  极简主义的
minimize: /ˈmɪnɪmaɪz/  最小化
minimized: /ˈmɪnɪmaɪzd/  最小化的
minimizing: /ˈmɪnɪmaɪzɪŋ/  最小化（现在分词）
minimoto: /ˈmɪniˌmoʊtoʊ/ （无常用含义，可能是指小型摩托车）
minimum: /ˈmɪnɪməm/  最小值
mining: /ˈmaɪnɪŋ/  采矿
minini: /mɪˈnɪni/ （无常用含义，可能是人名）
minion: /ˈmɪnjən/  爪牙，小喽啰
minirth: /ˈmɪnɜːθ/ （无常用含义，可能是人名）
minister: /ˈmɪnɪstər/  部长，牧师
ministers: /ˈmɪnɪstərz/  部长们，牧师们
ministry: /ˈmɪnɪstri/  部门，政府
minoans: /mɪˈnoʊənz/  米诺斯人
minor: /ˈmaɪnər/  次要的，未成年人
minorities: /maɪˈnɔːrətiz/  少数民族
minority: /maɪˈnɔːrəti/  少数
minors: /ˈmaɪnərz/  未成年人（复数）
minow: /ˈmaɪnoʊ/ （无常用含义，可能是人名）
mins: /mɪnz/  分钟（复数）
minsk: /mɪnsk/  明斯克
minstral: /ˈmɪnstrəl/ （无常用含义，可能是错拼的minstrel）
mint: /mɪnt/  薄荷，铸币厂
minted: /ˈmɪntɪd/  铸造的
minty: /ˈmɪnti/  薄荷味的
minus: /ˈmaɪnəs/  减
minute: /ˈmɪnɪt/  分钟，微小的
minutely: /maɪˈnjuːtli/  细致地
minutes: /ˈmɪnɪts/  分钟（复数）
minutia: /maɪˈnjuːʃiə/  细节
mirabilis: /mɪˈræbɪlɪs/  奇妙的，不可思议的
miracle: /ˈmɪrəkl/  奇迹
miracles: /ˈmɪrəklz/  奇迹们
miraculous: /mɪˈrækjələs/  神奇的，奇迹般的
miraculously: /mɪˈrækjələsli/  神奇地，奇迹般地
mirador: /ˌmɪrəˈdɔːr/  瞭望台
mirales: /ˈmɪrɑːlɛs/ （无常用含义，可能是人名）
miramax: /ˈmɪrəˌmæks/  米拉麦克斯（电影公司）
mirror: /ˈmɪrər/  镜子
mirrored: /ˈmɪrərd/  反射的
mirroring: /ˈmɪrərɪŋ/  反射
mirrors: /ˈmɪrərz/  镜子们
misadventures: /ˌmɪsədˈvɛntʃərz/  不幸遭遇
miscalculations: /ˌmɪskælˈkjʊleɪʃənz/  错误计算
miscommunication: /ˌmɪskəmˌjuːnɪˈkeɪʃən/  沟通不畅
misconduct: /ˌmɪsˈkɑːndʌkt/  不当行为
miscounted: /ˌmɪsˈkaʊntɪd/  数错的
misdeeds: /ˌmɪsˈdiːdz/  不法行为
miserable: /ˈmɪzərəbl/  痛苦的，悲惨的
miserably: /ˈmɪzərəbli/  痛苦地，悲惨地
misery: /ˈmɪzəri/  痛苦
misfire: /ˌmɪsˈfaɪər/  失火，失败
misfortune: /ˌmɪsˈfɔːrtʃən/  不幸
misfortunes: /ˌmɪsˈfɔːrtʃənz/  不幸们
misgivings: /mɪsˈɡɪvɪŋz/  疑虑
misguidedly: /ˌmɪsˈɡaɪdɪdli/  被误导地
mish: /mɪʃ/  （无常用含义，可能是缩写或人名）
misjudging: /ˌmɪsˈdʒʌdʒɪŋ/  误判的
mislead: /ˌmɪsˈliːd/  误导
misleading: /ˌmɪsˈliːdɪŋ/  误导的
mismanaged: /ˌmɪsˈmænɪd

mistas: /ˈmɪstəs/ (不常用，可能是口语或俚语)
mister: /ˈmɪstər/ 先生
mistreated: /ˌmɪsˈtriːtɪd/ 虐待
mistrust: /ˌmɪsˈtrʌst/ 不信任
misty: /ˈmɪsti/ 多雾的
misunderstanding: /ˌmɪsʌndərˈstændɪŋ/ 误解
misunderstood: /ˌmɪsʌndərˈstʊd/ 被误解的
misuse: /ˌmɪsˈjuːz/ 滥用
mithrim: /ˈmɪθrɪm/ (奇幻小说中的地名)
mitre: /ˈmaɪtər/ 教冠
mitsu: /ˈmiːtsuː/ (日语人名等)
mitsubushi: /ˌmɪtsuːˈbiːʃiː/ 三菱（公司名）
mitsuru: /ˌmɪtsuːˈruː/ (日语人名)
mix: /mɪks/ 混合
mixed: /mɪkst/ 混合的
mixer: /ˈmɪksər/ 搅拌机
mixing: /ˈmɪksɪŋ/ 混合
mixture: /ˈmɪkstʃər/ 混合物
mixup: /ˈmɪksʌp/ 混淆
mka: /ˌɛmˈkeɪˈeɪ/ (缩写)
mlang: /ˌɛmˈlæŋ/ (缩写，可能指某种语言或组织)
mle: /ˌɛmˈɛlˈiː/ (缩写)
mlin: /ˈɛmˈlɪn/ (缩写)
mlo: /ˌɛmˈɛlˈoʊ/ (缩写)
mm: /ˌɛmˈɛm/ (缩写)
mme: /ˈmɛm/ (法语中的女士)
mmed: /ˈɛmˈɛmˌɛd/ (缩写)
mmm: /ˌɛmˈɛmˈɛm/ (语气词)
mning: /ˌɛmˈnɪŋ/ (缩写)
mo: /moʊ/ (缩写)
moa: /ˈmoʊə/ 恐鸟
moat: /moʊt/ 护城河
mob: /mɒb/ 暴民
mobile: /ˈmoʊbaɪl/ 移动的
mobility: /ˌmoʊˈbɪləti/ 流动性
mobilization: /ˌmoʊbɪlaɪˈzeɪʃən/ 动员
mobilize: /ˈmoʊbəlaɪz/ 动员
mobilized: /ˈmoʊbəlaɪzd/ 被动员的
mobilizing: /ˈmoʊbəlaɪzɪŋ/ 正在动员
mock: /mɒk/ 嘲笑
mocked: /mɒkt/ 被嘲笑的
mod: /mɒd/ 改装
modable: /ˈmoʊdəbəl/ 可改装的
modality: /moʊˈdæləti/ 模式
mode: /moʊd/ 模式
model: /ˈmɒdəl/ 模型
modeled: /ˈmɒdəld/ 被建模的
modeler: /ˈmɒdələr/ 建模者
modeling: /ˈmɒdəlɪŋ/ 建模
models: /ˈmɒdəlz/ 模型
moderate: /ˈmɒdərət/ 温和的
moderates: /ˈmɒdərəts/ 温和派
moderation: /ˌmɒdəˈreɪʃən/ 温和
moderator: /ˈmɒdəreɪtər/ 调解人
modern: /ˈmɒdərn/ 现代的
modernism: /ˈmɒdərnɪzəm/ 现代主义
modernist: /ˈmɒdərnɪst/ 现代主义者
modernists: /ˈmɒdərnɪsts/ 现代主义者们
modernity: /məˈdɜːrnəti/ 现代性
modernization: /ˌmɒdərnaɪˈzeɪʃən/ 现代化
modernizations: /ˌmɒdərnaɪˈzeɪʃənz/ 现代化（复数）
modernize: /ˈmɒdənaɪz/ 使现代化
modernized: /ˈmɒdənaɪzd/ 被现代化的
modernizing: /ˈmɒdənaɪzɪŋ/ 正在现代化
modes: /moʊdz/ 模式（复数）
modest: /ˈmɒdɪst/ 谦虚的
modesty: /ˈmɒdəsti/ 谦虚
modification: /ˌmɒdɪfɪˈkeɪʃən/ 修改
modifications: /ˌmɒdɪfɪˈkeɪʃənz/ 修改（复数）
modified: /ˈmɒdɪfaɪd/ 被修改的
modifier: /ˈmɒdɪfaɪər/ 修饰语
modifiers: /ˈmɒdɪfaɪərz/ 修饰语（复数）
modifies: /ˈmɒdɪfaɪz/ 修改
modify: /ˈmɒdɪfaɪ/ 修改
modifying: /ˈmɒdɪfaɪɪŋ/ 正在修改
modo: /ˈmoʊdoʊ/ (拉丁语，方式)
modu: /ˈmoʊduː/ (缩写)
module: /ˈmɒdjuːl/ 模块
modules: /ˈmɒdjuːlz/ 模块（复数）
modulus: /ˈmɒdjələs/ 模数
mohammad: /moʊˈhɑːməd/ 穆罕默德
mohammed: /moʊˈhɑːməd/ 穆罕默德
mohawk: /ˈmoʊhɔːk/ 莫霍克人
moisturizer: /ˈmɔɪstʃəraɪzər/ 保湿霜
mol: /moʊl/ 摩尔
molasses: /məˈlæsɪz/ 糖蜜
mold: /moʊld/ 模具
molded: /ˈmoʊldɪd/ 被模制的
molding: /ˈmoʊldɪŋ/ 造型
mole: /moʊl/ 鼹鼠
molecule: /ˈmɒlɪkjuːl/ 分子
molecules: /ˈmɒlɪkjuːlz/ 分子（复数）
moley: /ˈmoʊli/ 多痣的
molina: /məˈliːnə/ (人名)
molly: /ˈmɒli/ (人名)
molotov: /ˈmɒləˌtɔːf/ 莫洛托夫
molten: /ˈmoʊltən/ 熔化的
molto: /ˈmoʊltoʊ/ (音乐术语，非常)
mom: /mɒm/ 妈妈
moment: /ˈmoʊmənt/ 片刻
momentarily: /ˌmoʊmənˈtɛrɪli/ 短暂地
momentous: /moʊˈmɛntəs/ 重要的
moments: /ˈmoʊmənts/ 片刻（复数）
momentum: /moʊˈmɛntəm/ 动量
mommies: /ˈmɒmiz/ 妈妈们
moms: /mɒmz/ 妈妈们
mon: /mɒn/ (缩写)
mona: /ˈmoʊnə/ (人名)
monarch: /ˈmɒnərk/ 君主
monarchist: /ˈmɒnərkɪst/ 君主主义者
monarchists: /ˈmɒnərkɪsts/ 君主主义者们
monarchs: /ˈmɒnərks/ 君主们
monarchy: /ˈmɒnərki/ 君主制
monasteries: /ˈmɒnəˌstɛriz/ 修道院（复数）
monastery: /ˈmɒnəˌstɛri/ 修道院
monday: /ˈmʌndeɪ/ 星期一
mondays: /ˈmʌndeɪz/ 星期一们
mondo: /ˈmɒndoʊ/ (俚语，巨大的)
moners: /ˈmɒnərz/ (缩写)
monetary: /ˈmʌnɪteri/ 货币的
money: /ˈmʌni/ 金钱
monga: /ˈmɒŋɡə/ (地名)
mongol: /ˈmɒŋɡəl/ 蒙古人
mongolia: /mɒŋˈɡoʊliə/ 蒙古
mongolian: /mɒŋˈɡoʊliən/ 蒙古的
mongolians: /mɒŋˈɡoʊliənz/ 蒙古人（复数）
mongols: /ˈmɒŋɡəlz/ 蒙古人（复数）
monies: /ˈmʌniz/ 金钱（复数）
monitor: /ˈmɒnɪtər/ 监视器
monitored: /ˈmɒnɪtərd/ 被监控的
monitoring: /ˈmɒnɪtərɪŋ/ 监控
monitors: /ˈmɒnɪtərz/ 监视器（复数）
monk: /mʌŋk/ 和尚
monkey: /ˈmʌŋki/ 猴子
monkeys: /ˈmʌŋkiz/ 猴子（复数）
monks: /mʌŋks/ 和尚（复数）
mono: /ˈmɒnoʊ/ 单一的
monochromatic: /ˌmɒnoʊkrəˈmætɪk/ 单色的
monogamous: /məˈnɒɡəməs/ 一夫一妻制的
monologue: /ˈmɒnəlɒɡ/ 独白
monologues: /ˈmɒnəlɒɡz/ 独白（复数）
monoplanes: /ˈmɒnəˌpleɪnz/ 单翼飞机
monopolize: /məˈnɒpəlaɪz/ 垄断
monopoly: /məˈnɒpəli/ 垄断
monospace: /ˈmɒnoʊspeɪs/ 等宽字体
monotheistic: /ˌmɒnoʊθiːˈɪstɪk/ 一神论的
monoxide: /mɒˈnɒksaɪd/ 一氧化物
monroe: /mənˈroʊ/ (人名)
monserat: /ˌmɒntˈsɛræt/ (地名)
monster: /ˈmɒnstər/ 怪物
monsterpiece: /ˈmɒnstərpiːs/ 杰作
monsters: /ˈmɒnstərz/ 怪物（复数）
mont: /mɒnt/ (缩写)
montage: /mɒnˈtɑːʒ/ 蒙太奇
montana: /mɒnˈtænə/ 蒙大拿州
monte: /ˈmɒnti/ (地名)
montenegro: /ˌmɒntɪˈniːɡroʊ/ 黑山
monteo: /ˈmɒntioʊ/ (人名)
montevideo: /ˌmɒntɪvɪˈdeɪoʊ/ 蒙得维的亚
montgomery: /mɒntˈɡʌməri/ 蒙哥马利
month: /mʌnθ/ 月
monthly: /ˈmʌnθli/ 每月的
months: /mʌnθs/ 月（复数）
montreal: /ˌmɒntriˈɔːl/ 蒙特利尔
monty: /ˈmɒnti/ (人名)
monument: /ˈmɒnjʊmənt/ 纪念碑
monumental: /ˌmɒnjʊˈmɛntəl/ 巨大的
monuments: /ˈmɒnjʊmənts/ 纪念碑（复数）
mony: /ˈmʌni/ (俚语，钱)
moo: /muː/ 哞
mood: /muːd/ 情绪
moody: /ˈmuːdi/ 情绪化的
moon: /muːn/ 月亮
moonlight: /ˈmuːnˌlaɪt/ 月光
moonlit: /ˈmuːnlɪt/ 月光照耀的
moons: /muːnz/ 月亮（复数）
moonwalker: /ˈmuːnˌwɔːkər/ 月球漫步者
moore: /mɔːr/ (人名)
moot: /muːt/ 争议的
moover: /ˈmuːvər/ (移动者，不常见)
mopping: /ˈmɒpɪŋ/ 擦拭
morad: /məˈrɑːd/ (人名)
moral: /ˈmɒrəl/ 道德的
morale: /məˈrɑːl/ 士气
morales: /məˈrɑːləs/ (人名)
morality: /məˈræləti/ 道德
moran: /ˈmɒrən/ (人名)
morass: /məˈræs/ 沼泽
morbid: /ˈmɔːrbɪd/ 病态的
mordor: /ˈmɔːrdɔːr/ 魔多 (奇幻小说中的地名)
more: /mɔːr/ 更多
moreover: /mɔːrˈoʊvər/ 而且
moresby: /ˈmɔːrzbi/ (地名)
morgan: /ˈmɔːrɡən/ (人名)
morgo: /ˈmɔːrɡoʊ/ (人名)
morgoth: /ˈmɔːrɡɔθ/ (奇幻小说中的人物)
moria: /ˈmɔːriə/ (奇幻小说中的地名)
morning: /ˈmɔːrnɪŋ/ 早晨
moro: /ˈmɔːroʊ/ (人名/地名)
moroccan: /məˈrɒkən/ 摩洛哥的
morocco: /məˈrɒkoʊ/ 摩洛哥
morom: /ˈmɔːrɒm/ (人名)
moros: /ˈmɔːroʊs/ (人名/地名)
